mean,std,min,max,ptp,rms,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,label
-3.83484950026501,12283.417615547216,-18852.61328125,18468.203125,37320.81640625,12283.394594454594,71983056.35017663,0.7319616374175054,274.3011250156344,0.0581539158097526,1346.4513704800204,0.1247222092404661,3040.6820928549337,0.0370448142268198,14.206743275575542,0.029627416501943,461.46940439531903,0.0394278444534634,227.0739136803321,0.0143412384096401,0.3553858376194626,0.0040911013885667,4.468730731962113,0.002913056902252,1.548580397178804,0.0005182525480681,1
427.856963835644,10192.126876776883,-17413.173828125,17428.53515625,34841.708984375,10201.020510460025,49128511.853078686,160.59014987428912,650.5210160475848,30.372874060783012,2431.899121423376,6.779246829411858,2386.492746568048,3.871129009333005,5.637603251932685,5.129875221036457,154.9578864898388,1.694703220078844,111.99085816192348,1.1665249918713512,3.019106781577735,0.987668903464076,3.066307529970118,0.5484628918022213,1.493784959441551,0.148660632250177,1
-5.245344255097035,7192.210442758264,-17565.09375,17498.658203125,35063.751953125,7192.105232141003,24948400.39792472,222.3407446067748,92.99080177089776,23.353544534183545,5642.71583014033,4.490232427807717,2196.149063939886,1.9572978511779613,2.3078999481706477,2.556357201467206,38.41082194432091,0.8149466771393227,63.146933708137816,0.5747669777482804,1.06749339336517,0.400431242007449,2.0109658441048306,0.2627284516351099,0.5608269419100979,0.13757193228972,1
-6.265021467517633,5824.336690414718,-17569.22265625,17525.91796875,35095.140625,5824.274158532448,16060449.877552276,305.5783728693672,99.01896846260108,28.743481960068635,3170.647667920664,7.438615145691972,1512.387193327157,1.4016149741106194,1.1499924617399222,0.9186991607032452,26.55477710855089,0.3719024187255821,25.356087225972047,0.3140103135660002,0.5740941681917153,0.2208071751360459,0.92918395317611,0.0999276639198013,0.3334666334265159,0.0008802009204163,1
-8.654108886781998,6724.005797182595,-17581.71484375,17495.044921875,35076.759765625,6723.916874346666,21777186.629845817,417.2176323409047,152.81761226677347,43.13871652144237,4739.730787998328,10.078275150633148,1983.3986401891784,2.4683477777988507,2.649899941671501,3.0481957364677683,39.734991240927386,1.28929076705796,67.7208638500834,1.0040374112128023,1.7739984352886504,0.7012659443877084,1.7073624210923004,0.3537614509168552,0.5468604394709944,0.0282128030666238,1
-6.032904355357036,10201.498652564003,-17570.140625,17518.619140625,35088.759765625,10201.44115761214,49878006.7349156,189.320080470228,181.59384340367416,21.745899028664617,10654.984541193702,4.365579369426159,3633.735860776087,2.083539505981395,7.013336329177852,3.481650800505649,527.4855553072049,1.4273064954217776,75.31066550203161,0.9950116730257248,1.9260293420566488,0.7137398462898706,3.311616113167775,0.5314497559860478,1.8568699383692415,0.135908880034695,1
-6.334000605220564,9889.569408246523,-17540.9765625,17553.599609375,35094.576171875,9889.493336942802,47114431.3625986,117.54046721920368,224.9793525772994,12.65500738281768,9805.412980838772,2.451046451413486,3533.0560035221083,1.0512316042888667,2.9850141852341223,0.793430267651839,147.41157328100203,0.1885693571243425,118.21304724164604,0.131761413968708,0.3258240583087682,0.105712147240905,0.5470368600027332,0.0855343220076807,1.9883026472864205,0.030874378467489,1
-5.966204133973921,10689.548807311849,-17552.0,17575.1875,35127.1875,10689.476239059364,55186182.88898408,66.82157685860508,480.4281992051206,11.284152052410091,10103.786298745645,1.5614878144071045,4346.212076044277,0.6751309032293618,5.328892829561692,0.7720543681498668,67.99702064977218,0.2337653706821072,173.67497151678702,0.2195260731649345,0.7097491412991856,0.1745193604980984,0.958627829064239,0.1050725335409899,1.780913027574878,0.0195378390274553,1
-6.544075024713769,9004.818043775107,-17564.1640625,17493.43359375,35057.59765625,9004.72583276728,39463628.45131086,217.5540320785586,147.96572591863804,24.937268274021097,7680.256798325759,5.503412917273271,2678.2185965090043,1.4148606082606403,6.247517841781194,1.6678502180843613,448.7729383879497,0.6482957878960408,61.92517895475997,0.5877265414521037,1.2121718034082356,0.454443159578705,3.074753450516074,0.2604108208433924,1.1747370896205884,0.0112142953726258,1
-3.786381323593648,9819.919324899223,-17572.154296875,17569.90625,35142.060546875,9819.841078217456,46522408.28388647,134.47887905104307,336.13978436624245,15.031689933380212,8664.896072739892,2.101882393362267,3062.5646518835533,0.5518823611467207,6.948950862537827,1.617195389625352,132.9471231764799,1.0386807198384296,141.33282928086592,1.0819706406637677,2.422938268934,0.9858170217751416,2.928154909671503,0.6878981522717544,1.4657089372073029,0.0121781061935926,1
-13.046560985751784,7085.378926845548,-17359.01953125,17437.455078125,34796.474609375,7085.287320093656,24342900.544779785,629.693853923932,235.9255406660967,88.48832044909877,5094.758204018056,26.277164679281757,1220.8696568195285,10.891963969476036,10.53576545654259,19.226005851182023,43.61580300387184,8.017492022269723,56.72879644227175,5.075525723444072,8.231584776369392,3.979100556181828,4.036025912010251,3.2960205942599714,2.4257289818484327,1.174323723809379,1
-3.6387060050565783,9471.124053122683,-17294.33203125,17313.388671875,34607.720703125,9471.038320573343,43083306.85890295,204.28255368182616,127.94709223125729,16.817049808704624,7880.95851665698,2.354997904601058,1588.15215255106,1.8922418863604311,4.797121643681507,4.631179252230353,417.88225168684073,1.618380070191214,59.9234867401956,1.268681069425896,2.6450523195138675,1.3268189875953469,6.970317959356108,1.3016846881423263,1.5141216924648404,0.2322744438353803,1
450.2644681456901,9564.413854746936,-17319.70703125,17305.16015625,34624.8671875,9574.92871398716,43459430.12456495,155.70410789650663,898.6718662758379,21.664925263610275,1980.846838390505,4.307973305116881,1962.2126951544828,3.0299581771128463,4.841489231340793,5.205392005025404,243.70516522356328,1.89522476783844,141.74367980036814,1.4287989565045185,2.743529541498942,1.1881145362681376,1.7132783066952424,0.9411857668734936,2.5376302070156043,0.3664367525264586,1
-5.989638636565772,10707.012566056386,-17378.341796875,17377.27734375,34755.619140625,10706.944432261784,55316693.46373861,126.9107581988095,117.2492130867816,15.183247248975947,13574.608457280974,4.734189358532687,1726.5230294530763,2.1296339528254484,5.506220230339806,2.261413461693929,276.5326447813218,0.567184675896115,67.64570318288744,0.3222172573426294,0.9703335091309686,0.1856212823641644,8.105456053124168,0.107171417407246,0.4162045805438027,0.049544628173177,1
-2.544893185140496,4607.328514300264,-17293.5390625,17310.244140625,34603.783203125,4607.227283987011,9956961.577072218,573.0433093767338,179.56968083915137,60.47244976049233,1886.6610813091056,17.986223860032393,302.8415154281475,9.018439515694784,7.744191636863922,11.569434550966882,48.98492611112236,3.887391790443617,21.047672981809608,2.254088435324612,3.370743265465997,1.2500882241697109,1.841444751930425,0.5713561825030927,0.3409427395127767,0.0205984808227161,1
-5.438677333455142,11344.197745175908,-17364.841796875,17346.72265625,34711.564453125,11344.164622411365,61865186.72367509,58.75026561658868,189.88218739488133,10.66847254419912,11120.717923948276,1.4863293615880029,1844.933324152384,0.3932031046037719,7.929497018274674,0.6793240270503826,143.12438654336978,0.2064003892657472,136.81259190946471,0.2220803903860049,0.7258420771117368,0.1805134249469116,5.886791159932734,0.1207184846773161,0.2521058355495338,0.0582800856083159,1
-6.106879529937193,10885.368023607452,-17353.005859375,17329.5546875,34682.560546875,10885.319238441783,56772332.08762419,54.25182701900104,131.53192343548832,6.601121811082593,13176.450417193402,0.8376333489398299,1513.676010033318,0.2595529493228528,4.774302082550457,0.3545806692947315,258.7499884217545,0.0452820357330194,58.307520353826966,0.0346961811829016,0.340428661384287,0.017797769253392,6.594269422597981,0.0096692948773339,0.6102020496538414,0.0009991573565512,1
-7.257621014795036,11018.31121002471,-17363.20703125,17312.32421875,34675.53125,11018.26708822763,58159722.196208775,125.75718954351242,177.71217620482005,13.04351706203922,12128.744876634686,1.904022192718665,2156.4198738805976,1.1978394707117317,5.048848403165694,2.41586030124872,146.04642456958388,0.9419039371126902,115.5951050347476,0.6823618678933536,1.5576751870001475,0.6882239507268753,4.973349856752085,0.7497439077941296,0.9139010702004065,0.5271977807171943,1
-5.250084719917013,8485.044785499398,-17279.244140625,17257.22265625,34536.466796875,8484.96318999204,34645314.156690694,186.1511576445568,101.9615837919084,20.40240168042517,9097.43484884931,4.935480351612496,1214.092044986722,1.5844073571973345,2.969148343548083,1.4677763211514232,307.93774507591223,0.5377441301421884,25.22651568363441,0.4636603932019921,1.1317890900479592,0.4050482553001401,3.626263089570004,0.2448863260054447,0.2477136186390451,0.011042399345938,1
-5.576318704719043,8767.087249690348,-17240.453125,17250.287109375,34490.740234375,8766.985945799004,37020347.20203225,181.70525336325792,167.4796490221833,14.539091118142135,7342.123742075357,2.7844353352490234,1232.772330287402,1.248743820398138,4.799835744877178,2.420809726336042,73.10873160241293,1.1688665816414878,92.99920596617724,0.8990795338821886,2.0345903054903176,0.668100571862172,3.582826890100776,0.3779945676273,0.3243691406491974,0.0437021246394516,1
-6.582803618465899,11257.753682946935,-17268.4140625,17283.509765625,34551.923828125,11257.721156939044,60804136.098507226,38.42570285728152,648.4134921469704,5.900685538605595,14900.903948357363,1.7519302583341825,2940.438288579835,0.3966698706411312,5.6315040501991165,0.3533597648721978,220.4311275616681,0.1162805266614129,144.08032139695476,0.0525497329783902,0.3292297180732277,0.0235221819644648,3.7936510462480713,0.0077664235863766,0.3925720306959991,0.0023520777632527,1
-6.812120547847191,9757.59562313756,-17274.48046875,17279.798828125,34554.279296875,9757.570496215998,45495284.03033773,37.71056033520132,225.70227370523097,9.715625195820008,9751.18474464142,1.3851265419327643,2260.9628873195484,0.6517549375616957,3.6539278471218894,0.5787701300715067,104.1193386722194,0.1246735140675934,109.11016050264092,0.048132755469437,0.1522033855357563,0.026429407969323,6.5589720183662426,0.0155123699389548,0.7275133788963837,0.0054426700681001,1
1.264838061559551,11925.562287893628,-17385.017578125,17363.185546875,34748.203125,11925.546674694162,68070260.78391877,15.31510339500715,129.60953636440965,3.958927614873477,10923.85639288628,0.4742437351597484,2001.8309222225848,0.2000527090734424,1.853772820617147,0.2512010712814604,341.81423209836805,0.0340488620523399,129.73715007841517,0.038613415753266,0.1128801561172943,0.0191616623980232,5.645359200342287,0.0195477362853516,0.8168481452219508,0.0155036939141205,1
-6.147783358417767,11557.731196825662,-17456.646484375,17483.353515625,34940.0,11557.70093965493,63909021.69070173,39.15236102160191,355.7674174827088,6.912029291164496,2070.299408148352,0.8999327520056348,3366.8063543093317,0.4825295043650157,10.496736721698348,0.3486847764888653,381.6469320735759,0.0997380700369416,139.75832605332755,0.0769990018549364,0.1581645075966342,0.0510030990743368,2.6711004681559127,0.0362296435162952,1.8296311521426625,0.002699207284631,1
